tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0346731	FBgn0039407	705.636	818.99	739.663	818.718
FBtr0337058	FBgn0039408	336.664	448.925	368.76	448.798
FBtr0084971	FBgn0039408	1106.636	1219.99	1140.663	1219.718
FBtr0343922	FBgn0266255	738.636	851.99	772.663	851.718
FBtr0113293	FBgn0039411	3027.636	3140.99	3061.663	3140.718
FBtr0300618	FBgn0039411	3633.636	3746.99	3667.663	3746.718
FBtr0113294	FBgn0039411	3869.636	3982.99	3903.663	3982.718
FBtr0344484	FBgn0265378	547.71	661.029	581.696	660.772
FBtr0084985	FBgn0051324	1559.636	1672.99	1593.663	1672.718
FBtr0333925	FBgn0051324	3530.636	3643.99	3564.663	3643.718
FBtr0347307	FBgn0267729	293.223	404.624	323.915	404.691
FBtr0273389	FBgn0039413	884.636	997.99	918.663	997.718
FBtr0333926	FBgn0051324	930.636	1043.99	964.663	1043.718
FBtr0084987	FBgn0039415	1835.636	1948.99	1869.663	1948.718
FBtr0084988	FBgn0051323	3163.636	3276.99	3197.663	3276.718
FBtr0307339	FBgn0051323	707.636	820.99	741.663	820.718
FBtr0307341	FBgn0051086	580.688	694.006	614.696	693.75
FBtr0084989	FBgn0051086	213.847	318.764	237.256	319.676
FBtr0085003	FBgn0039417	1238.636	1351.99	1272.663	1351.718
FBtr0307342	FBgn0039417	949.636	1062.99	983.663	1062.718
FBtr0110871	FBgn0083966	648.667	761.997	682.671	761.75
FBtr0110870	FBgn0083965	646.667	759.997	680.671	759.75
FBtr0339611	FBgn0265379	172.939	267.418	187.014	268.58
FBtr0084990	FBgn0039419	2756.636	2869.99	2790.663	2869.718
FBtr0339612	FBgn0039419	4127.636	4240.99	4161.663	4240.718
FBtr0347308	FBgn0267730	888.636	1001.99	922.663	1001.718
FBtr0347309	FBgn0267731	201.666	304.293	222.952	305.292
FBtr0084994	FBgn0000064	2310.636	2423.99	2344.663	2423.718
FBtr0339614	FBgn0000064	1776.636	1889.99	1810.663	1889.718
FBtr0084999	FBgn0000064	1157.636	1270.99	1191.663	1270.718
FBtr0310660	FBgn0000064	1146.636	1259.99	1180.663	1259.718
FBtr0084995	FBgn0000064	953.636	1066.99	987.663	1066.718
FBtr0085000	FBgn0000064	1421.636	1534.99	1455.663	1534.718
FBtr0114544	FBgn0000064	1410.636	1523.99	1444.663	1523.718
FBtr0085001	FBgn0000064	1292.636	1405.99	1326.663	1405.718
FBtr0306657	FBgn0000064	1288.636	1401.99	1322.663	1401.718
FBtr0310661	FBgn0000064	1289.636	1402.99	1323.663	1402.718
FBtr0339613	FBgn0265380	233.798	340.9	259.592	341.599
FBtr0300399	FBgn0039420	3549.636	3662.99	3583.663	3662.718
FBtr0300398	FBgn0039420	1221.636	1334.99	1255.663	1334.718
FBtr0100012	FBgn0053970	3061.636	3174.99	3095.663	3174.718
FBtr0346107	FBgn0053970	3663.636	3776.99	3697.663	3776.718
FBtr0346734	FBgn0261833	110.01	154.846	101.127	156.824
FBtr0344656	FBgn0261833	268.093	378.114	297.08	378.373
FBtr0085027	FBgn0039421	858.636	971.99	892.663	971.718
FBtr0100013	FBgn0053970	1746.636	1859.99	1780.663	1859.718
FBtr0113295	FBgn0039424	1126.636	1239.99	1160.663	1239.718
FBtr0085006	FBgn0039425	1657.636	1770.99	1691.663	1770.718
FBtr0306708	FBgn0039425	1596.636	1709.99	1630.663	1709.718
FBtr0302899	FBgn0040606	110.01	154.846	101.127	156.824
FBtr0309031	FBgn0040606	112.47	159.073	103.611	160.961
FBtr0085025	FBgn0040606	138.63	207.536	136.872	209.218
FBtr0112487	FBgn0085320	73.123	90.168	68.924	91.525
FBtr0085007	FBgn0051084	178.777	275.826	194.996	276.948
FBtr0309068	FBgn0263382	264.449	374.168	293.12	374.473
FBtr0339598	FBgn0263118	2085.636	2198.99	2119.663	2198.718
FBtr0085009	FBgn0263118	1326.636	1439.99	1360.663	1439.718
FBtr0085010	FBgn0042711	1181.636	1294.99	1215.663	1294.718
FBtr0085011	FBgn0042710	1243.636	1356.99	1277.663	1356.718
FBtr0330152	FBgn0039427	1066.636	1179.99	1100.663	1179.718
FBtr0085012	FBgn0039427	1066.636	1179.99	1100.663	1179.718
FBtr0305048	FBgn0262577	96.944	130.909	88.534	132.657
FBtr0085024	FBgn0023178	356.138	468.754	388.731	468.675
FBtr0330153	FBgn0039428	118.448	170.225	110.495	172.065
FBtr0085014	FBgn0039429	1584.636	1697.99	1618.663	1697.718
FBtr0085015	FBgn0039430	2564.636	2677.99	2598.663	2677.718
FBtr0085016	FBgn0039430	2556.636	2669.99	2590.663	2669.718
FBtr0305049	FBgn0039431	7164.636	7277.99	7198.663	7277.718
FBtr0302209	FBgn0039431	5855.636	5968.99	5889.663	5968.718
FBtr0302210	FBgn0039431	5704.636	5817.99	5738.663	5817.718
FBtr0344120	FBgn0039431	5909.636	6022.99	5943.663	6022.718
FBtr0347316	FBgn0267752	244.443	352.608	271.415	353.16
FBtr0345330	FBgn0266753	1834.636	1947.99	1868.663	1947.718
FBtr0345329	FBgn0266753	1939.636	2052.99	1973.663	2052.718
FBtr0308624	FBgn0263289	4426.636	4539.99	4460.663	4539.718
FBtr0308623	FBgn0263289	5761.636	5874.99	5795.663	5874.718
FBtr0308632	FBgn0263289	5893.636	6006.99	5927.663	6006.718
FBtr0308630	FBgn0263289	9046.636	9159.99	9080.663	9159.718
FBtr0335521	FBgn0263289	8898.636	9011.99	8932.663	9011.718
FBtr0308622	FBgn0263289	5997.636	6110.99	6031.663	6110.718
FBtr0308620	FBgn0263289	6722.636	6835.99	6756.663	6835.718
FBtr0308621	FBgn0263289	6822.636	6935.99	6856.663	6935.718
FBtr0308625	FBgn0263289	7107.636	7220.99	7141.663	7220.718
FBtr0335522	FBgn0263289	6852.636	6965.99	6886.663	6965.718
FBtr0308634	FBgn0263289	6310.636	6423.99	6344.663	6423.718
FBtr0308626	FBgn0263289	8565.636	8678.99	8599.663	8678.718
FBtr0308631	FBgn0263289	8212.636	8325.99	8246.663	8325.718
FBtr0308627	FBgn0263289	8341.636	8454.99	8375.663	8454.718
FBtr0308628	FBgn0263289	9112.636	9225.99	9146.663	9225.718
FBtr0308629	FBgn0263289	8827.636	8940.99	8861.663	8940.718
FBtr0308633	FBgn0263289	9088.636	9201.99	9122.663	9201.718
FBtr0347317	FBgn0267753	1592.636	1705.99	1626.663	1705.718
FBtr0335520	FBgn0263289	6579.636	6692.99	6613.663	6692.718
FBtr0343923	FBgn0266256	1008.636	1121.99	1042.663	1121.718
FBtr0346783	FBgn0267438	133.017	197.544	129.605	199.415
FBtr0085029	FBgn0039434	704.636	817.99	738.663	817.718
FBtr0085058	FBgn0039435	431.949	545.333	465.701	545.111
FBtr0085057	FBgn0039436	699.636	812.99	733.663	812.718
FBtr0085056	FBgn0039437	676.636	789.99	710.663	789.718
FBtr0085055	FBgn0039437	740.636	853.99	774.663	853.718
FBtr0085054	FBgn0039438	481.789	595.195	515.7	594.836
FBtr0085053	FBgn0039439	514.751	628.124	548.696	627.801
FBtr0114538	FBgn0039440	582.688	696.004	616.696	695.75
FBtr0085031	FBgn0039441	762.636	875.99	796.663	875.718
FBtr0085032	FBgn0051080	594.688	708.002	628.686	707.75
FBtr0085033	FBgn0051081	733.636	846.99	767.663	846.718
FBtr0085034	FBgn0039443	484.777	598.193	518.697	597.836
FBtr0085035	FBgn0039444	639.667	753.001	673.671	752.75
FBtr0290328	FBgn0250908	5812.636	5925.99	5846.663	5925.718
FBtr0085036	FBgn0243586	705.636	818.99	739.663	818.718
FBtr0085049	FBgn0039448	567.692	681.027	601.696	680.769
FBtr0085048	FBgn0023179	3665.636	3778.99	3699.663	3778.718
FBtr0085047	FBgn0039449	1775.636	1888.99	1809.663	1888.718
FBtr0085038	FBgn0039450	1169.636	1282.99	1203.663	1282.718
FBtr0085037	FBgn0039450	1181.636	1294.99	1215.663	1294.718
FBtr0085039	FBgn0039450	1196.636	1309.99	1230.663	1309.718
FBtr0339242	FBgn0039451	3849.636	3962.99	3883.663	3962.718
FBtr0085046	FBgn0039451	3372.636	3485.99	3406.663	3485.718
FBtr0303466	FBgn0040607	181.623	279.642	198.674	280.743
FBtr0344267	FBgn0040608	142.634	215.635	142.743	217.242
FBtr0100441	FBgn0040608	232.092	338.945	257.625	339.71
FBtr0339239	FBgn0040608	160.512	247.821	169.262	249.066
FBtr0100553	FBgn0039452	131.111	193.983	126.95	195.775
FBtr0339240	FBgn0039452	293.223	404.624	323.915	404.691
FBtr0339241	FBgn0039453	424.012	537.382	457.701	537.143
FBtr0085044	FBgn0039453	275.449	385.974	305.013	386.22
FBtr0085043	FBgn0039454	658.665	771.997	692.671	771.75
FBtr0346219	FBgn0267122	609.688	723.001	643.671	722.75
FBtr0346218	FBgn0267123	426.006	539.373	459.701	539.138
FBtr0310472	FBgn0261860	180.183	277.742	196.826	278.842
FBtr0310471	FBgn0261860	130.648	193.079	126.289	194.872
FBtr0310470	FBgn0261861	189.008	289.116	207.928	290.153
FBtr0310469	FBgn0261861	1090.636	1203.99	1124.663	1203.718
FBtr0330155	FBgn0262473	4384.636	4497.99	4418.663	4497.718
FBtr0085059	FBgn0262473	4803.636	4916.99	4837.663	4916.718
FBtr0330154	FBgn0262473	4803.636	4916.99	4837.663	4916.718
FBtr0114336	FBgn0086060	6.87	7.071	6.221	6.956
FBtr0334310	FBgn0051072	3209.636	3322.99	3243.663	3322.718
FBtr0300939	FBgn0051072	3245.636	3358.99	3279.663	3358.718
FBtr0085099	FBgn0051072	3152.636	3265.99	3186.663	3265.718
FBtr0085097	FBgn0051072	3131.636	3244.99	3165.663	3244.718
FBtr0347310	FBgn0267742	1102.636	1215.99	1136.663	1215.718
FBtr0304222	FBgn0262379	23	23	23	23
FBtr0304221	FBgn0262379	59	59	59	5.455
FBtr0085061	FBgn0039459	858.636	971.99	892.663	971.718
FBtr0085096	FBgn0027889	1639.636	1752.99	1673.663	1752.718
FBtr0085095	FBgn0027889	1701.636	1814.99	1735.663	1814.718
FBtr0085062	FBgn0001197	586.688	700.002	620.696	699.75
FBtr0334311	FBgn0001197	843.636	956.99	877.663	956.718
FBtr0334309	FBgn0026562	805.636	918.99	839.663	918.718
FBtr0085094	FBgn0026562	817.636	930.99	851.663	930.718
FBtr0085093	FBgn0004903	2775.636	2888.99	2809.663	2888.718
FBtr0100334	FBgn0004903	2180.636	2293.99	2214.663	2293.718
FBtr0100336	FBgn0004903	2184.636	2297.99	2218.663	2297.718
FBtr0100337	FBgn0004903	2198.636	2311.99	2232.663	2311.718
FBtr0085092	FBgn0004903	2303.636	2416.99	2337.663	2416.718
FBtr0100335	FBgn0004903	2307.636	2420.99	2341.663	2420.718
FBtr0100338	FBgn0004903	2484.636	2597.99	2518.663	2597.718
FBtr0100340	FBgn0004903	2502.636	2615.99	2536.663	2615.718
FBtr0100339	FBgn0004903	1768.636	1881.99	1802.663	1881.718
FBtr0085063	FBgn0002838	386.487	499.509	419.709	499.509
FBtr0085064	FBgn0039461	533.73	647.055	567.696	646.772
FBtr0085091	FBgn0003267	915.636	1028.99	949.663	1028.718
FBtr0085090	FBgn0003267	843.636	956.99	877.663	956.718
FBtr0085065	FBgn0004359	2117.636	2230.99	2151.663	2230.718
FBtr0336724	FBgn0004359	2123.636	2236.99	2157.663	2236.718
FBtr0085088	FBgn0004510	1532.636	1645.99	1566.663	1645.718
FBtr0330167	FBgn0004510	1532.636	1645.99	1566.663	1645.718
FBtr0336725	FBgn0015541	4856.636	4969.99	4890.663	4969.718
FBtr0112882	FBgn0015541	4820.636	4933.99	4854.663	4933.718
FBtr0085066	FBgn0015541	4487.636	4600.99	4521.663	4600.718
FBtr0305065	FBgn0015541	4523.636	4636.99	4557.663	4636.718
FBtr0085067	FBgn0039462	975.636	1088.99	1009.663	1088.718
FBtr0085087	FBgn0051071	9.31	1.569	10.415	15.638
FBtr0085086	FBgn0051070	9.31	1.569	10.415	15.638
FBtr0085068	FBgn0039463	1261.636	1374.99	1295.663	1374.718
FBtr0085084	FBgn0039464	1749.636	1862.99	1783.663	1862.718
FBtr0085085	FBgn0039464	1215.636	1328.99	1249.663	1328.718
FBtr0344665	FBgn0039465	1768.636	1881.99	1802.663	1881.718
FBtr0273310	FBgn0039465	2309.636	2422.99	2343.663	2422.718
FBtr0336726	FBgn0039465	1431.636	1544.99	1465.663	1544.718
FBtr0344664	FBgn0039465	1972.636	2085.99	2006.663	2085.718
FBtr0085082	FBgn0039465	1107.636	1220.99	1141.663	1220.718
FBtr0085081	FBgn0041224	979.636	1092.99	1013.663	1092.718
FBtr0345260	FBgn0041224	985.636	1098.99	1019.663	1098.718
FBtr0301134	FBgn0039466	7416.636	7529.99	7450.663	7529.718
FBtr0085069	FBgn0039466	7398.636	7511.99	7432.663	7511.718
FBtr0085070	FBgn0039467	1560.636	1673.99	1594.663	1673.718
FBtr0085074	FBgn0039467	1655.636	1768.99	1689.663	1768.718
FBtr0085072	FBgn0039467	1810.636	1923.99	1844.663	1923.718
FBtr0331701	FBgn0039467	1960.636	2073.99	1994.663	2073.718
FBtr0085071	FBgn0039467	1841.636	1954.99	1875.663	1954.718
FBtr0085073	FBgn0039467	2035.636	2148.99	2069.663	2148.718
FBtr0307506	FBgn0051075	1438.636	1551.99	1472.663	1551.718
FBtr0085080	FBgn0051075	1308.636	1421.99	1342.663	1421.718
FBtr0307505	FBgn0051076	293.223	404.624	323.915	404.691
FBtr0085075	FBgn0039469	1070.636	1183.99	1104.663	1183.718
FBtr0345268	FBgn0004842	1600.636	1713.99	1634.663	1713.718
FBtr0085100	FBgn0004842	1779.636	1892.99	1813.663	1892.718
FBtr0345267	FBgn0004842	1849.636	1962.99	1883.663	1962.718
FBtr0301977	FBgn0051077	2823.636	2936.99	2857.663	2936.718
FBtr0085078	FBgn0039470	1801.636	1914.99	1835.663	1914.718
FBtr0085077	FBgn0039471	765.636	878.99	799.663	878.718
FBtr0085153	FBgn0039472	726.636	839.99	760.663	839.718
FBtr0085152	FBgn0039473	764.636	877.99	798.663	877.718
FBtr0085151	FBgn0039474	757.636	870.99	791.663	870.718
FBtr0085150	FBgn0039475	759.636	872.99	793.663	872.718
FBtr0085149	FBgn0039476	746.636	859.99	780.663	859.718
FBtr0085101	FBgn0029170	1281.636	1394.99	1315.663	1394.718
FBtr0331705	FBgn0039478	3144.636	3257.99	3178.663	3257.718
FBtr0331704	FBgn0039478	3040.636	3153.99	3074.663	3153.718
FBtr0113296	FBgn0039478	3199.636	3312.99	3233.663	3312.718
FBtr0346156	FBgn0039478	3620.636	3733.99	3654.663	3733.718
FBtr0112488	FBgn0085321	518.746	632.081	552.696	631.799
FBtr0114372	FBgn0003495	1732.636	1845.99	1766.663	1845.718
FBtr0112834	FBgn0003495	1792.636	1905.99	1826.663	1905.718
FBtr0085138	FBgn0003495	1724.636	1837.99	1758.663	1837.718
FBtr0085139	FBgn0003495	1583.636	1696.99	1617.663	1696.718
FBtr0085137	FBgn0003495	1802.636	1915.99	1836.663	1915.718
FBtr0085146	FBgn0003495	1556.636	1669.99	1590.663	1669.718
FBtr0085145	FBgn0003495	1505.636	1618.99	1539.663	1618.718
FBtr0085140	FBgn0003495	1643.636	1756.99	1677.663	1756.718
FBtr0333426	FBgn0264563	121.105	175.417	113.9	177.39
FBtr0299564	FBgn0039479	2302.636	2415.99	2336.663	2415.718
FBtr0331702	FBgn0039479	1171.636	1284.99	1205.663	1284.718
FBtr0085136	FBgn0039480	1188.636	1301.99	1222.663	1301.718
FBtr0331703	FBgn0039480	1176.636	1289.99	1210.663	1289.718
FBtr0085135	FBgn0039481	728.636	841.99	762.663	841.718
FBtr0085103	FBgn0039482	575.692	689.008	609.696	688.751
FBtr0085104	FBgn0039483	746.636	859.99	780.663	859.718
FBtr0310079	FBgn0243514	2975.636	3088.99	3009.663	3088.718
FBtr0085105	FBgn0039485	669.654	782.997	703.671	782.738
FBtr0085133	FBgn0039486	804.636	917.99	838.663	917.718
FBtr0345216	FBgn0039487	1864.636	1977.99	1898.663	1977.718
FBtr0085132	FBgn0039487	2309.636	2422.99	2343.663	2422.718
FBtr0345236	FBgn0266736	1379.636	1492.99	1413.663	1492.718
FBtr0085106	FBgn0027574	1976.636	2089.99	2010.663	2089.718
FBtr0339262	FBgn0027574	1970.636	2083.99	2004.663	2083.718
FBtr0085131	FBgn0039488	1230.636	1343.99	1264.663	1343.718
FBtr0085108	FBgn0039489	1200.636	1313.99	1234.663	1313.718
FBtr0085109	FBgn0039490	2275.636	2388.99	2309.663	2388.718
FBtr0085130	FBgn0039491	2571.636	2684.99	2605.663	2684.718
FBtr0339264	FBgn0039492	4165.636	4278.99	4199.663	4278.718
FBtr0305050	FBgn0039492	4168.636	4281.99	4202.663	4281.718
FBtr0113297	FBgn0039492	3489.636	3602.99	3523.663	3602.718
FBtr0301707	FBgn0029155	1913.636	2026.99	1947.663	2026.718
FBtr0301708	FBgn0029155	2217.636	2330.99	2251.663	2330.718
FBtr0085110	FBgn0029155	2985.636	3098.99	3019.663	3098.718
FBtr0085112	FBgn0039494	991.636	1104.99	1025.663	1104.718
FBtr0085111	FBgn0039494	1065.636	1178.99	1099.663	1178.718
FBtr0085114	FBgn0039495	1129.636	1242.99	1163.663	1242.718
FBtr0113383	FBgn0051065	940.636	1053.99	974.663	1053.718
FBtr0339263	FBgn0085322	415.116	528.411	448.706	528.184
FBtr0112489	FBgn0085322	156.884	242.205	164.221	243.664
FBtr0085116	FBgn0003482	700.636	813.99	734.663	813.718
FBtr0085128	FBgn0004197	5233.636	5346.99	5267.663	5346.718
FBtr0344121	FBgn0004197	5505.636	5618.99	5539.663	5618.718
FBtr0344481	FBgn0054006	1261.636	1374.99	1295.663	1374.718
FBtr0347068	FBgn0261995	1040.636	1153.99	1074.663	1153.718
FBtr0303825	FBgn0261995	631.687	745.001	665.671	744.75
FBtr0303824	FBgn0261996	470.81	584.211	504.7	583.844
FBtr0339249	FBgn0051064	2785.636	2898.99	2819.663	2898.718
FBtr0085125	FBgn0051064	2361.636	2474.99	2395.663	2474.718
FBtr0339248	FBgn0051064	3178.636	3291.99	3212.663	3291.718
FBtr0085126	FBgn0051064	3319.636	3432.99	3353.663	3432.718
FBtr0085124	FBgn0051064	2659.636	2772.99	2693.663	2772.718
FBtr0303569	FBgn0051068	2090.636	2203.99	2124.663	2203.718
FBtr0303570	FBgn0051068	2093.636	2206.99	2127.663	2206.718
FBtr0114543	FBgn0005696	1740.636	1853.99	1774.663	1853.718
FBtr0085121	FBgn0039498	738.636	851.99	772.663	851.718
FBtr0333327	FBgn0042111	1265.636	1378.99	1299.663	1378.718
FBtr0085123	FBgn0042111	1325.636	1438.99	1359.663	1438.718
FBtr0085122	FBgn0042111	1152.636	1265.99	1186.663	1265.718
FBtr0347318	FBgn0267754	119.678	172.862	112.218	174.722
FBtr0085181	FBgn0039500	1121.636	1234.99	1155.663	1234.718
FBtr0085180	FBgn0039501	2146.636	2259.99	2180.663	2259.718
FBtr0085154	FBgn0011289	1114.636	1227.99	1148.663	1227.718
FBtr0085179	FBgn0010441	1605.636	1718.99	1639.663	1718.718
FBtr0334732	FBgn0010441	1526.636	1639.99	1560.663	1639.718
FBtr0085155	FBgn0011289	1269.636	1382.99	1303.663	1382.718
FBtr0085156	FBgn0011289	1260.636	1373.99	1294.663	1373.718
FBtr0112857	FBgn0010328	5835.636	5948.99	5869.663	5948.718
FBtr0334731	FBgn0010328	5832.636	5945.99	5866.663	5945.718
FBtr0334730	FBgn0010328	5829.636	5942.99	5863.663	5942.718
FBtr0085178	FBgn0010328	5832.636	5945.99	5866.663	5945.718
FBtr0308502	FBgn0010328	2170.636	2283.99	2204.663	2283.718
FBtr0334727	FBgn0264841	1522.636	1635.99	1556.663	1635.718
FBtr0085177	FBgn0039503	678.636	791.99	712.663	791.718
FBtr0085157	FBgn0039504	593.688	707.002	627.686	706.75
FBtr0334728	FBgn0039504	577.689	691.008	611.696	690.751
FBtr0085175	FBgn0002441	5072.636	5185.99	5106.663	5185.718
FBtr0085158	FBgn0039505	458.822	572.222	492.701	571.92
FBtr0085159	FBgn0046247	1075.636	1188.99	1109.663	1188.718
FBtr0334729	FBgn0046247	1289.636	1402.99	1323.663	1402.718
FBtr0085160	FBgn0046247	1347.636	1460.99	1381.663	1460.718
FBtr0085161	FBgn0046247	929.636	1042.99	963.663	1042.718
FBtr0085162	FBgn0046247	1205.636	1318.99	1239.663	1318.718
FBtr0305974	FBgn0039507	2463.636	2576.99	2497.663	2576.718
FBtr0305975	FBgn0039507	2436.636	2549.99	2470.663	2549.718
FBtr0305973	FBgn0039507	2529.636	2642.99	2563.663	2642.718
FBtr0305972	FBgn0039507	2440.636	2553.99	2474.663	2553.718
FBtr0085174	FBgn0039507	2489.636	2602.99	2523.663	2602.718
FBtr0305971	FBgn0039507	2439.636	2552.99	2473.663	2552.718
FBtr0085163	FBgn0039508	3232.636	3345.99	3266.663	3345.718
FBtr0085173	FBgn0039509	628.688	742.001	662.671	741.75
FBtr0085164	FBgn0015737	2034.636	2147.99	2068.663	2147.718
FBtr0085172	FBgn0040609	227.722	334.135	252.738	334.932
FBtr0273192	FBgn0039510	14462.636	14575.99	14496.663	14575.718
FBtr0339323	FBgn0265314	593.688	707.002	627.686	706.75
FBtr0085170	FBgn0039511	864.636	977.99	898.663	977.718
FBtr0300898	FBgn0260487	4711.636	4824.99	4745.663	4824.718
FBtr0309307	FBgn0260487	5561.636	5674.99	5595.663	5674.718
FBtr0309309	FBgn0263453	2650.636	2763.99	2684.663	2763.718
FBtr0309308	FBgn0263453	592.688	706.002	626.687	705.75
FBtr0309180	FBgn0016061	5748.636	5861.99	5782.663	5861.718
FBtr0289998	FBgn0016061	10975.636	11088.99	11009.663	11088.718
FBtr0085168	FBgn0016061	5325.636	5438.99	5359.663	5438.718
FBtr0309179	FBgn0016061	4733.636	4846.99	4767.663	4846.718
FBtr0347121	FBgn0267653	217.291	322.597	241.157	323.52
FBtr0339326	FBgn0265317	106.404	148.282	97.48	150.165
FBtr0309178	FBgn0263401	219.89	325.477	244.03	326.362
FBtr0085182	FBgn0039518	2516.636	2629.99	2550.663	2629.718
FBtr0085183	FBgn0039519	1404.636	1517.99	1438.663	1517.718
FBtr0339319	FBgn0039519	3845.636	3958.99	3879.663	3958.718
FBtr0085184	FBgn0039520	1593.636	1706.99	1627.663	1706.718
FBtr0305291	FBgn0262613	281.013	391.845	310.974	392.101
FBtr0305290	FBgn0262613	169.992	262.803	182.731	263.851
FBtr0085213	FBgn0039521	293.223	404.624	323.915	404.691
FBtr0347319	FBgn0267755	384.533	497.51	417.709	497.525
FBtr0085212	FBgn0039522	1021.636	1134.99	1055.663	1134.718
FBtr0321256	FBgn0039523	2700.636	2813.99	2734.663	2813.718
FBtr0085185	FBgn0039523	2689.636	2802.99	2723.663	2802.718
FBtr0339325	FBgn0265316	1747.636	1860.99	1781.663	1860.718
FBtr0339324	FBgn0265315	601.688	715.001	635.686	714.75
FBtr0085186	FBgn0046887	886.636	999.99	920.663	999.718
FBtr0085187	FBgn0046886	901.636	1014.99	935.663	1014.718
FBtr0085188	FBgn0046885	913.636	1026.99	947.663	1026.718
FBtr0304671	FBgn0004387	5081.636	5194.99	5115.663	5194.718
FBtr0085211	FBgn0004387	5204.636	5317.99	5238.663	5317.718
FBtr0085210	FBgn0039525	947.636	1060.99	981.663	1060.718
FBtr0091695	FBgn0065105	43	43	43	43
FBtr0085208	FBgn0027492	6507.636	6620.99	6541.663	6620.718
FBtr0085204	FBgn0027492	6516.636	6629.99	6550.663	6629.718
FBtr0085205	FBgn0027492	6760.636	6873.99	6794.663	6873.718
FBtr0085209	FBgn0027492	3309.636	3422.99	3343.663	3422.718
FBtr0085203	FBgn0027492	2980.636	3093.99	3014.663	3093.718
FBtr0085207	FBgn0027492	3301.636	3414.99	3335.663	3414.718
FBtr0085189	FBgn0040080	2953.636	3066.99	2987.663	3066.718
FBtr0085202	FBgn0039527	4773.636	4886.99	4807.663	4886.718
FBtr0335247	FBgn0039528	5474.636	5587.99	5508.663	5587.718
FBtr0301390	FBgn0039528	5276.636	5389.99	5310.663	5389.718
FBtr0302590	FBgn0039530	5672.636	5785.99	5706.663	5785.718
FBtr0335246	FBgn0039530	5300.636	5413.99	5334.663	5413.718
FBtr0335245	FBgn0039530	5309.636	5422.99	5343.663	5422.718
FBtr0302589	FBgn0039530	5072.636	5185.99	5106.663	5185.718
FBtr0085200	FBgn0039529	1181.636	1294.99	1215.663	1294.718
FBtr0344340	FBgn0039531	1049.636	1162.99	1083.663	1162.718
FBtr0085199	FBgn0039531	770.636	883.99	804.663	883.718
FBtr0085191	FBgn0039532	871.636	984.99	905.663	984.718
FBtr0085192	FBgn0039532	1771.636	1884.99	1805.663	1884.718
FBtr0085193	FBgn0039532	1676.636	1789.99	1710.663	1789.718
FBtr0344747	FBgn0266579	1131.636	1244.99	1165.663	1244.718
FBtr0344745	FBgn0266579	1476.636	1589.99	1510.663	1589.718
FBtr0344748	FBgn0266579	1317.636	1430.99	1351.663	1430.718
FBtr0344751	FBgn0266579	1477.636	1590.99	1511.663	1590.718
FBtr0344750	FBgn0266579	1455.636	1568.99	1489.663	1568.718
FBtr0344746	FBgn0266579	3428.636	3541.99	3462.663	3541.718
FBtr0344743	FBgn0266579	2133.636	2246.99	2167.663	2246.718
FBtr0344741	FBgn0266579	1917.636	2030.99	1951.663	2030.718
FBtr0344749	FBgn0266579	1758.636	1871.99	1792.663	1871.718
FBtr0344752	FBgn0266579	1935.636	2048.99	1969.663	2048.718
FBtr0344742	FBgn0266579	2099.636	2212.99	2133.663	2212.718
FBtr0304414	FBgn0262286	16.794	7.9	15.244	8.989
FBtr0304415	FBgn0262286	21	21	21	21
FBtr0344744	FBgn0266579	1017.636	1130.99	1051.663	1130.718
FBtr0085194	FBgn0027494	282.858	393.809	312.959	394.03
FBtr0344131	FBgn0002772	1088.636	1201.99	1122.663	1201.718
FBtr0085195	FBgn0002772	556.701	670.028	590.696	669.769
FBtr0085196	FBgn0002772	603.688	717.001	637.681	716.75
FBtr0330108	FBgn0039536	9858.636	9971.99	9892.663	9971.718
